Date,Adj Close,Close,High,Low,Open,Volume,Stock,20DMA,50DMA,RSI,Predicted_Signal
2025-07-18,3189.89990234375,3189.89990234375,3228.800048828125,3187.0,3225.0,3432645,TCS,3360.210009765625,3432.193994140625,13.160048497541396,Sell
2025-07-21,3158.199951171875,3158.199951171875,3197.60009765625,3152.0,3190.0,3844346,TCS,3348.4400024414062,3422.9499951171874,13.181467835963005,Sell
2025-07-22,3159.60009765625,3159.60009765625,3180.10009765625,3154.60009765625,3159.60009765625,3198036,TCS,3336.900012207031,3415.8419970703126,13.747644686876768,Sell
2025-07-23,3179.10009765625,3179.10009765625,3182.0,3157.60009765625,3159.60009765625,1922875,TCS,3323.6150146484374,3408.45,19.26813403554418,Sell
2025-07-24,3148.0,3148.0,3173.699951171875,3140.0,3165.10009765625,2934778,TCS,3308.925012207031,3399.812001953125,13.546183310838117,Sell
2025-07-25,3135.800048828125,3135.800048828125,3156.89990234375,3125.60009765625,3140.0,2568917,TCS,3293.660009765625,3391.302001953125,13.398830406326283,Sell
2025-07-28,3079.300048828125,3079.300048828125,3118.0,3069.89990234375,3110.0,3374473,TCS,3274.525012207031,3382.512001953125,11.80186913754936,Sell
2025-07-29,3056.0,3056.0,3074.0,3041.199951171875,3060.0,4785312,TCS,3255.8400146484373,3373.6660009765624,11.777094422748775,Sell
2025-07-30,3053.60009765625,3053.60009765625,3069.0,3047.199951171875,3060.0,2880121,TCS,3237.355017089844,3364.222001953125,11.76064233828967,Sell
2025-07-31,3036.800048828125,3036.800048828125,3059.800048828125,3015.0,3041.699951171875,2968371,TCS,3219.1550170898436,3355.4180029296876,15.293814939878061,Sell
2025-08-01,3003.0,3003.0,3036.800048828125,3000.0,3029.89990234375,2053847,TCS,3198.3150146484377,3345.1860009765624,15.74685841614081,Sell
2025-05-21,1546.7371826171875,1568.5,1571.0,1552.0999755859375,1567.9000244140625,4157309,INFY,1532.0100036621093,1541.0560034179687,61.19843139261271,Hold
2025-05-22,1526.028564453125,1547.5,1560.800048828125,1540.0,1555.5,6158990,INFY,1535.6400024414063,1537.7760034179687,56.351686277745124,Hold
2025-05-23,1543.088623046875,1564.800048828125,1587.199951171875,1550.0,1550.0,5038421,INFY,1540.3100036621095,1534.7550048828125,58.38306398602456,Hold
2025-05-26,1558.5706787109375,1580.5,1583.800048828125,1562.699951171875,1566.5999755859375,3170102,INFY,1545.3250061035155,1532.6450048828126,59.91379310344828,Hold
2025-05-27,1548.3150634765625,1570.0999755859375,1582.9000244140625,1556.4000244140625,1579.9000244140625,7775714,INFY,1549.7250061035156,1530.0180053710938,58.69931222053482,Hold
2025-05-28,1549.991455078125,1571.800048828125,1587.699951171875,1570.0,1581.0,3623370,INFY,1553.440008544922,1528.2220068359375,58.535895313544245,Hold
2025-05-29,1563.5999755859375,1585.5999755859375,1608.9000244140625,1576.5999755859375,1589.0,8609500,INFY,1557.7150085449218,1528.1170068359374,60.72017448200655,Hold
2025-05-30,1562.699951171875,1562.699951171875,1572.0,1555.0999755859375,1571.0,13148092,INFY,1560.5050048828125,1527.7740063476563,37.9954997418446,Hold
2025-06-02,1553.800048828125,1553.800048828125,1560.0,1539.0,1560.0,4374509,INFY,1562.7650085449218,1527.0490063476564,46.605519485064576,Hold
2025-06-03,1543.0,1543.0,1567.300048828125,1535.5999755859375,1559.0,6853403,INFY,1564.3400085449218,1526.1080053710937,37.95120638291158,Hold
2025-06-04,1551.199951171875,1551.199951171875,1557.300048828125,1541.4000244140625,1543.0,4548307,INFY,1566.4850036621094,1525.4010034179687,33.956361414596984,Hold
2025-06-05,1554.300048828125,1554.300048828125,1567.699951171875,1541.5999755859375,1547.9000244140625,6948539,INFY,1568.6300048828125,1524.1760034179688,39.68714350477637,Hold
2025-06-06,1563.800048828125,1563.800048828125,1568.9000244140625,1543.0999755859375,1554.699951171875,3960020,INFY,1571.440008544922,1523.6010034179687,51.315789473684205,Hold
2025-06-09,1572.9000244140625,1572.9000244140625,1588.0,1571.0,1578.0,2903202,INFY,1568.740008544922,1523.20400390625,53.836570518238965,Hold
2025-06-10,1596.0,1596.0,1607.5,1577.5,1584.0,8591925,INFY,1570.110009765625,1522.5550048828125,57.83475783475784,Hold
2025-06-11,1631.0999755859375,1631.0999755859375,1634.5999755859375,1590.0999755859375,1590.0999755859375,10597410,INFY,1572.0450073242187,1523.1880053710938,72.04640990263346,Sell
2025-06-12,1608.5999755859375,1608.5999755859375,1628.0,1598.0999755859375,1617.0,10483574,INFY,1571.8250061035155,1523.28900390625,61.24228522228022,Hold
2025-06-13,1602.0,1602.0,1609.0,1570.199951171875,1576.0,6968315,INFY,1572.4300048828125,1523.9160034179688,55.78890836112839,Hold
2025-06-16,1623.800048828125,1623.800048828125,1634.800048828125,1597.0999755859375,1600.0,5591842,INFY,1575.6300048828125,1525.8620043945311,63.62254690355701,Hold
2025-06-17,1639.9000244140625,1639.9000244140625,1647.4000244140625,1615.5999755859375,1620.699951171875,7622083,INFY,1579.5950073242188,1527.6570043945312,66.09929430043859,Hold
2025-06-18,1632.9000244140625,1632.9000244140625,1644.699951171875,1621.0,1621.0,5629707,INFY,1582.815008544922,1530.3850048828126,61.55350759913222,Hold
2025-06-19,1618.4000244140625,1618.4000244140625,1630.0,1611.5,1623.9000244140625,5147760,INFY,1586.360009765625,1533.7200048828124,64.18749211020037,Hold
2025-06-20,1622.9000244140625,1622.9000244140625,1630.699951171875,1608.9000244140625,1619.0,9202821,INFY,1589.2650085449218,1538.2430053710937,68.00416018625421,Hold
2025-06-23,1584.0,1584.0,1601.0,1575.4000244140625,1601.0,7943676,INFY,1589.440008544922,1541.3470043945313,59.31818181818181,Hold
2025-06-24,1581.5999755859375,1581.5999755859375,1609.0,1576.5999755859375,1601.0,8083992,INFY,1590.0150085449218,1544.9050048828126,57.09617507452727,Hold
2025-06-25,1614.9000244140625,1614.9000244140625,1619.9000244140625,1585.0999755859375,1590.0,7813533,INFY,1592.1700073242187,1549.0140063476563,62.39770244115628,Hold
2025-06-26,1616.0,1616.0,1624.0,1606.5999755859375,1608.800048828125,6519233,INFY,1593.690008544922,1552.8140063476562,61.05931168895657,Hold
2025-06-27,1608.0,1608.0,1629.5999755859375,1602.4000244140625,1619.0,8912268,INFY,1595.955010986328,1556.7120068359375,57.471258394606664,Hold
2025-06-30,1601.800048828125,1601.800048828125,1615.0,1594.0999755859375,1615.0,6294505,INFY,1598.3550109863281,1560.3580078125,51.33028642846904,Hold
2025-07-01,1606.800048828125,1606.800048828125,1617.699951171875,1600.5,1609.0,4178937,INFY,1601.5450134277344,1563.4740087890625,43.5338149014115,Hold
2025-07-02,1610.5,1610.5,1649.0,1603.4000244140625,1618.0,8653641,INFY,1604.5100158691407,1567.2280078125,50.56180505274435,Hold
2025-07-03,1618.699951171875,1618.699951171875,1632.4000244140625,1615.0,1618.5,5259695,INFY,1607.7300109863281,1570.1040063476562,54.89160982684175,Hold
2025-07-04,1640.699951171875,1640.699951171875,1643.4000244140625,1612.300048828125,1625.0,4411273,INFY,1611.5750061035155,1573.4900048828124,54.944386190975514,Hold
2025-07-07,1627.0,1627.0,1644.0,1623.0,1640.0,3294523,INFY,1614.2800048828126,1576.426005859375,46.17209680726134,Hold
2025-07-08,1638.699951171875,1638.699951171875,1646.199951171875,1621.5,1628.0,4590681,INFY,1616.4150024414062,1579.5580053710937,51.67434540435126,Hold
2025-07-09,1633.699951171875,1633.699951171875,1638.0,1623.5999755859375,1637.800048828125,4580828,INFY,1616.5450012207032,1582.2820043945312,54.67316515899358,Hold
2025-07-10,1615.800048828125,1615.800048828125,1638.9000244140625,1607.0999755859375,1638.9000244140625,5330179,INFY,1616.9050048828126,1584.596005859375,47.995486631178224,Hold
2025-07-11,1594.9000244140625,1594.9000244140625,1607.0999755859375,1563.0,1579.0999755859375,11391755,INFY,1616.5500061035157,1586.356005859375,53.42553199651665,Hold
2025-07-14,1570.300048828125,1570.300048828125,1591.800048828125,1559.800048828125,1591.800048828125,9173426,INFY,1613.8750061035157,1587.5900073242187,46.8836330558636,Hold
2025-07-15,1585.5999755859375,1585.5999755859375,1603.5999755859375,1564.0,1565.0999755859375,7614807,INFY,1611.1600036621094,1589.0720068359376,41.02874229116053,Hold
2025-07-16,1607.9000244140625,1607.9000244140625,1612.0,1578.5,1579.0,6223491,INFY,1609.9100036621094,1591.0640063476562,47.80488030800154,Hold
2025-07-17,1583.5,1583.5,1610.0,1580.0999755859375,1598.0,7374814,INFY,1608.1650024414062,1592.506005859375,43.902428650418955,Hold
2025-07-18,1586.0999755859375,1586.0999755859375,1599.300048828125,1580.0,1592.0999755859375,5161833,INFY,1606.325,1594.076005859375,46.021262418183994,Hold
2025-07-21,1584.300048828125,1584.300048828125,1589.0,1566.800048828125,1580.0,3682661,INFY,1606.3400024414063,1593.2240063476563,44.20400688274182,Hold
2025-07-22,1570.9000244140625,1570.9000244140625,1585.800048828125,1565.0,1565.0,8473741,INFY,1605.8050048828125,1593.2700073242188,40.284583597629755,Hold
2025-07-23,1574.5,1574.5,1591.9000244140625,1550.0,1576.300048828125,8035026,INFY,1603.7850036621094,1592.9120068359375,38.9056184292126,Hold
2025-07-24,1552.5,1552.5,1582.0,1548.199951171875,1580.0,14169664,INFY,1600.6100036621094,1591.7020068359375,27.861425479396317,Buy
2025-07-25,1515.699951171875,1515.699951171875,1549.5,1511.300048828125,1543.4000244140625,10851259,INFY,1595.9950012207032,1590.2180053710938,24.966228831243,Buy
2025-07-28,1516.0,1516.0,1519.300048828125,1482.5,1513.9000244140625,6439855,INFY,1591.7049987792968,1589.3420043945312,20.91038217460057,Buy
2025-07-29,1513.699951171875,1513.699951171875,1517.199951171875,1496.0999755859375,1512.9000244140625,7070448,INFY,1587.0499938964845,1588.40400390625,21.181549437315525,Buy
2025-07-30,1519.0,1519.0,1521.699951171875,1506.0,1519.9000244140625,5719051,INFY,1582.4749938964844,1587.41400390625,25.255623594257457,Sell
2025-07-31,1509.0,1509.0,1527.0999755859375,1497.0,1509.699951171875,6851407,INFY,1576.9899963378907,1586.64400390625,26.746077327910342,Sell
2025-08-01,1469.5999755859375,1469.5999755859375,1498.699951171875,1465.5,1493.9000244140625,8702978,INFY,1568.4349975585938,1584.7400024414062,24.761901848186227,Sell
2025-05-21,1905.8338623046875,1926.800048828125,1946.9000244140625,1921.0999755859375,1927.0,7566020,HDFCBANK,1924.9699951171874,1839.2009936523436,50.33235755235544,Hold
2025-05-22,1899.0089111328125,1919.9000244140625,1924.199951171875,1905.199951171875,1915.199951171875,10653335,HDFCBANK,1924.7699951171876,1843.798994140625,49.63583406978543,Hold
2025-05-23,1912.559814453125,1933.5999755859375,1937.0,1914.5,1920.0999755859375,4783036,HDFCBANK,1925.6099914550782,1848.6469946289062,49.414763541253194,Hold
2025-05-26,1919.087890625,1940.199951171875,1949.9000244140625,1926.9000244140625,1935.0,5401430,HDFCBANK,1927.059991455078,1853.6659936523438,51.54601728256912,Hold
2025-05-27,1905.3392333984375,1926.300048828125,1948.0,1916.300048828125,1931.5999755859375,13081074,HDFCBANK,1927.3649963378907,1858.4419946289063,46.489643109460616,Hold
2025-05-28,1902.5697021484375,1923.5,1934.5,1917.699951171875,1920.199951171875,9078797,HDFCBANK,1928.0999938964844,1863.2019946289063,49.04067482530258,Hold
2025-05-29,1906.526123046875,1927.5,1940.800048828125,1907.300048828125,1928.0,14458897,HDFCBANK,1928.2249938964844,1867.528994140625,58.37025720204654,Hold
2025-05-30,1923.73681640625,1944.9000244140625,1948.800048828125,1925.4000244140625,1931.9000244140625,14374039,HDFCBANK,1929.3749938964843,1872.2949951171875,46.49973286237445,Hold
2025-06-02,1911.0760498046875,1932.0999755859375,1936.0,1908.0,1930.0999755859375,7334411,HDFCBANK,1929.139990234375,1876.728994140625,53.08642171155536,Hold
2025-06-03,1903.65771484375,1924.5999755859375,1952.0,1920.0,1938.0,12188792,HDFCBANK,1928.7849914550782,1881.0129931640624,54.685411362514756,Hold
2025-06-04,1920.0770263671875,1941.199951171875,1943.300048828125,1920.9000244140625,1921.0,6480771,HDFCBANK,1928.564990234375,1884.9549926757813,52.5910057650092,Hold
2025-06-05,1928.3856201171875,1949.5999755859375,1958.9000244140625,1940.199951171875,1948.0,11127709,HDFCBANK,1929.6199890136718,1888.5719921875,54.9567636975871,Hold
2025-06-06,1957.1689453125,1978.699951171875,1996.300048828125,1942.699951171875,1944.0,15063504,HDFCBANK,1934.0699890136718,1892.7389916992188,61.40251490038111,Hold
2025-06-09,1957.366943359375,1978.9000244140625,1995.0,1975.9000244140625,1995.0,6601294,HDFCBANK,1935.1549926757812,1896.3169921875,71.08036212572756,Sell
2025-06-10,1943.9149169921875,1965.300048828125,1982.800048828125,1961.0999755859375,1982.800048828125,7766563,HDFCBANK,1937.2899963378907,1899.193994140625,62.54071661237785,Hold
2025-06-11,1929.177001953125,1950.4000244140625,1967.5999755859375,1947.0,1967.5999755859375,5548197,HDFCBANK,1939.2799987792969,1902.0709936523438,59.44272445820433,Hold
2025-06-12,1922.253173828125,1943.4000244140625,1961.0,1935.300048828125,1950.0,8174565,HDFCBANK,1939.7599975585938,1904.4319946289063,53.16538944991097,Hold
2025-06-13,1896.73388671875,1917.5999755859375,1933.0,1913.0,1920.0,6058881,HDFCBANK,1938.9049987792969,1906.2199951171874,43.50575869802984,Hold
2025-06-16,1914.3402099609375,1935.4000244140625,1938.9000244140625,1920.0999755859375,1924.0,8256873,HDFCBANK,1938.7400024414062,1909.57099609375,52.557605915906784,Hold
2025-06-17,1908.603271484375,1929.5999755859375,1941.5999755859375,1919.0999755859375,1937.0,8489368,HDFCBANK,1939.475,1912.2249951171875,51.68600512168213,Hold
2025-06-18,1912.8565673828125,1933.9000244140625,1936.300048828125,1917.0,1917.0,9216908,HDFCBANK,1939.8299987792968,1915.00599609375,51.76600805851281,Hold
2025-06-19,1914.2413330078125,1935.300048828125,1946.800048828125,1925.5999755859375,1933.9000244140625,8438110,HDFCBANK,1940.6,1917.36599609375,47.094443964144496,Hold
2025-06-20,1943.3212890625,1964.699951171875,1969.9000244140625,1931.5999755859375,1931.5999755859375,16450204,HDFCBANK,1942.1549987792969,1921.50599609375,58.96588144687429,Hold
2025-06-23,1927.19873046875,1948.4000244140625,1957.9000244140625,1941.800048828125,1948.4000244140625,5869759,HDFCBANK,1942.5650024414062,1925.09099609375,56.24345137300211,Hold
2025-06-24,1939.562744140625,1960.9000244140625,1979.0,1955.5999755859375,1965.0,11312661,HDFCBANK,1944.2950012207032,1929.0089965820312,55.281517519532876,Hold
2025-06-25,1958.6527099609375,1980.199951171875,1982.0,1963.9000244140625,1966.0,9202966,HDFCBANK,1947.1299987792968,1932.4779956054688,57.75075273591445,Hold
2025-06-26,1999.800048828125,2021.800048828125,2027.0999755859375,1980.0,1981.4000244140625,25042415,HDFCBANK,1951.8450012207031,1935.61599609375,60.26680980888653,Hold
2025-06-27,2014.9000244140625,2014.9000244140625,2019.800048828125,1993.4000244140625,2013.0,14106692,HDFCBANK,1955.3450012207031,1938.3539965820312,58.31024556072291,Hold
2025-06-30,2001.5,2001.5,2013.800048828125,1995.5,2011.5,6824510,HDFCBANK,1958.8150024414062,1940.2499975585938,58.364123536877734,Hold
2025-07-01,2012.0999755859375,2012.0999755859375,2016.0,2004.0,2005.0,7194693,HDFCBANK,1963.1900024414062,1941.9499975585939,64.54500772363431,Hold
2025-07-02,1986.0,1986.0,2019.9000244140625,1977.9000244140625,2019.9000244140625,9439125,HDFCBANK,1965.4300048828125,1942.4359985351562,59.212794569773564,Hold
2025-07-03,1987.0999755859375,1987.0999755859375,2008.0,1984.300048828125,1994.9000244140625,8430253,HDFCBANK,1967.3050048828125,1943.6999975585939,66.82808716707021,Hold
2025-07-04,1989.300048828125,1989.300048828125,2003.5,1980.0,1987.0999755859375,3931972,HDFCBANK,1967.835009765625,1945.1499975585937,64.1173435099079,Hold
2025-07-07,1987.4000244140625,1987.4000244140625,1998.4000244140625,1983.800048828125,1989.0,5674713,HDFCBANK,1968.260009765625,1946.6739990234375,65.45455851019386,Hold
2025-07-08,2001.4000244140625,2001.4000244140625,2005.0,1977.0,1977.0,7612158,HDFCBANK,1970.065008544922,1948.2980004882813,67.15811305438987,Hold
2025-07-09,2011.199951171875,2011.199951171875,2013.800048828125,1998.0999755859375,2007.0,6930714,HDFCBANK,1973.1050048828124,1950.3459985351562,68.50315859391088,Hold
2025-07-10,2006.199951171875,2006.199951171875,2017.0,2000.0,2016.0,8515155,HDFCBANK,1976.2450012207032,1951.9699975585938,61.48312429828129,Hold
2025-07-11,1983.699951171875,1983.699951171875,2004.800048828125,1980.9000244140625,1998.0,6258461,HDFCBANK,1979.55,1953.20599609375,59.44353187445504,Hold
2025-07-14,1983.0,1983.0,1988.699951171875,1970.5999755859375,1983.0,6544425,HDFCBANK,1981.929998779297,1954.1299951171875,56.31067352008026,Hold
2025-07-15,1995.5,1995.5,2003.5999755859375,1973.0,1973.0,7249084,HDFCBANK,1985.225,1955.40599609375,54.54546773297435,Hold
2025-07-16,1996.300048828125,1996.300048828125,2022.699951171875,1992.5999755859375,2018.0,8997306,HDFCBANK,1988.3450012207031,1956.4199975585936,39.99999999999999,Hold
2025-07-17,1986.9000244140625,1986.9000244140625,2004.800048828125,1982.699951171875,2004.0,11264579,HDFCBANK,1990.925,1957.587998046875,39.230769230769226,Hold
2025-07-18,1957.4000244140625,1957.4000244140625,1997.0,1953.0,1986.9000244140625,8064723,HDFCBANK,1990.5600036621095,1958.9419995117187,34.90760336917461,Hold
2025-07-21,2000.5,2000.5,2002.0,1976.5,1978.199951171875,11154539,HDFCBANK,1993.1650024414062,1959.8080004882813,46.752525987788864,Hold
2025-07-22,2007.0999755859375,2007.0999755859375,2018.0,2003.0,2013.0999755859375,7418407,HDFCBANK,1995.475,1961.4980004882811,56.63104299929335,Hold
2025-07-23,2024.300048828125,2024.300048828125,2029.800048828125,2003.0,2011.0,6817458,HDFCBANK,1997.6800048828125,1963.772001953125,60.61645482041667,Hold
2025-07-24,2014.199951171875,2014.199951171875,2037.699951171875,2008.4000244140625,2037.699951171875,9553588,HDFCBANK,1997.3,1965.38,56.79953278629506,Hold
2025-07-25,2004.5999755859375,2004.5999755859375,2015.0,1999.0,2015.0,4653299,HDFCBANK,1996.7849975585937,1966.7780004882814,54.50732357709429,Hold
2025-07-28,2008.5,2008.5,2021.4000244140625,2000.5,2003.0,6029790,HDFCBANK,1997.1349975585938,1968.1740014648437,51.96457462870576,Hold
2025-07-29,2021.5999755859375,2021.5999755859375,2026.5,1996.300048828125,1999.9000244140625,9947848,HDFCBANK,1997.6099975585937,1970.3080004882813,52.82609171587623,Hold
2025-07-30,2025.800048828125,2025.800048828125,2032.5999755859375,2017.0,2028.0,7577018,HDFCBANK,1999.6,1972.2880004882813,55.349365928026565,Hold
2025-07-31,2018.199951171875,2018.199951171875,2031.4000244140625,2008.0,2014.5999755859375,11091516,HDFCBANK,2001.1549987792969,1974.2539990234375,60.24953652528874,Hold
2025-08-01,2012.199951171875,2012.199951171875,2028.300048828125,2009.300048828125,2014.0,5658629,HDFCBANK,2002.2999938964845,1975.8259985351563,58.41010762698874,Hold
2025-05-21,1429.199951171875,1429.199951171875,1436.199951171875,1418.0999755859375,1423.9000244140625,6136364,RELIANCE,1400.975,1307.5869946289063,55.05006607886872,Hold
2025-05-22,1409.4000244140625,1409.4000244140625,1423.800048828125,1396.9000244140625,1421.199951171875,12134466,RELIANCE,1406.445001220703,1312.2629956054689,47.87407704995346,Hold
2025-05-23,1426.800048828125,1426.800048828125,1433.800048828125,1406.5999755859375,1406.5999755859375,6474883,RELIANCE,1412.7050048828125,1316.6069970703124,49.10179728258592,Hold
2025-05-26,1434.800048828125,1434.800048828125,1441.0,1425.0999755859375,1432.0,4842944,RELIANCE,1419.4250061035157,1320.3069970703125,52.801292241776736,Hold
2025-05-27,1422.0999755859375,1422.0999755859375,1437.0,1413.9000244140625,1426.0999755859375,12640414,RELIANCE,1422.0900024414063,1323.98099609375,53.27367995174777,Hold
2025-05-28,1412.9000244140625,1412.9000244140625,1422.5999755859375,1410.699951171875,1420.0999755859375,5944611,RELIANCE,1422.7500061035157,1327.2929956054688,51.160964051981445,Hold
2025-05-29,1417.800048828125,1417.800048828125,1420.0,1408.5999755859375,1412.0999755859375,13771917,RELIANCE,1423.3900085449218,1330.5079956054688,58.85690729907414,Hold
2025-05-30,1420.9000244140625,1420.9000244140625,1430.5999755859375,1409.699951171875,1418.0,13788484,RELIANCE,1423.4450073242188,1333.9679956054688,45.49133971720633,Hold
2025-06-02,1413.699951171875,1413.699951171875,1417.5,1395.5999755859375,1412.0999755859375,8098668,RELIANCE,1422.5650024414062,1337.4649951171875,49.37264800437431,Hold
2025-06-03,1405.5,1405.5,1426.5,1403.4000244140625,1422.300048828125,11252626,RELIANCE,1421.7950012207032,1340.7979956054687,44.05285666765767,Hold
2025-06-04,1423.5,1423.5,1425.699951171875,1406.0999755859375,1414.699951171875,8126827,RELIANCE,1422.6700012207032,1344.3249951171874,39.564945346394,Hold
